tenure,event,is_male,is_senior,partner,dependents,phone,internet_fiber,internet_dsl,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,contract_1yr,contract_2yr,pay_echeck,paperless,MonthlyCharges_z,burr12_survival,burr12_hazard,burr12_churn_prob,burr12_strat_prob
21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4723873776481302,0.7822470612896891,0.006546583090128551,0.06419686154369075,0.06419686154369075
62,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4906683215231624,0.6592190846564381,0.0028311702861325673,0.03096578220998969,0.03096578220998969
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.339435058556987,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
27,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4690635696708516,0.7546760980475697,0.005479040808994945,0.05537422178102336,0.05537422178102336
5,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0.9988638534584966,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
25,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,-0.12458324286166463,0.7632263722784222,0.005792955912006608,0.05802443652851541,0.05802443652851541
2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0.6947354235375064,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
49,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1.3910731947773698,0.6864927538867036,0.0034464244917631367,0.03698759780359384,0.03698759780359384
63,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1.444254122413827,0.6573679996492523,0.0027928980105273514,0.030583600220822293,0.030583600220822293
4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4757111856254088,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.3157022015551832,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4806968975913266,0.8469074549655476,0.009789108115316166,0.08799046091721618,0.08799046091721618
52,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.270949906434487,0.6796022882225629,0.00328157591746785,0.03539633014558485,0.03539633014558485
60,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.8193782226854534,0.6630148153227823,0.0029109829180785306,0.031759872056746574,0.031759872056746574
64,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1.3245970352317982,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
43,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.34573558592325515,0.7016186635948665,0.003832182002392298,0.04064972482294138,0.04064972482294138
61,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1.2082637560270477,0.6611010360108607,0.002870516527482457,0.031357744906887475,0.031357744906887475
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6779972710785488,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
5,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0.8210401266740925,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
66,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0.1313499713887864,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
67,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1.5373207457776272,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
42,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1.1368018845155579,0.7043380877631116,0.0039051573709433167,0.0413329850998293,0.0413329850998293
1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0.7063687514579813,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
31,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4557683377617372,0.7391329118702427,0.004945042598351195,0.05075440110013929,0.05075440110013929
7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.5089492653981946,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
4,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,-0.6730115591126309,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
34,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0.41221174546882683,0.7286243341114813,0.004609291590527576,0.04777537654084685,0.04777537654084685
3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.5072873614095552,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
19,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.3278017306365117,0.7929113200145855,0.0070048485392757275,0.06782398836650938,0.06782398836650938
31,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.9771399890336213,0.7391329118702427,0.004945042598351195,0.05075440110013929,0.05075440110013929
1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1.0254543172767256,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
3,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,-0.7793734143855455,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
46,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5023016494436374,0.6938140321924815,0.003628947567853564,0.038730988089776375,0.038730988089776375
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4574302417503764,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
69,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0.6531878238215242,0.6468608243449303,0.002583528294433392,0.028476690845760766,0.028476690845760766
5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4806968975913266,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5006397454549982,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.4674016656822124,0.7588796606729277,0.005631521405658712,0.05666748667997901,0.05666748667997901
10,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,-1.0004066448745712,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
25,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1.1467733084473937,0.7632263722784222,0.005792955912006608,0.05802443652851541,0.05802443652851541
64,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0.5401783525940521,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
30,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.0931261796500825,0.7428424163487329,0.0050683354621543905,0.051833777579476825,0.051833777579476825
13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.17788328307068677,0.8312566322761956,0.008894046614766308,0.0818402613059327,0.0818402613059327
64,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1.6686111608801313,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
46,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0.664821151741999,0.6938140321924815,0.003628947567853564,0.038730988089776375,0.038730988089776375
12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4989778414663588,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4973159374777196,0.817222359631732,0.00815567933565363,0.07653518145581295,0.07653518145581295
17,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0.9224162699810893,0.8045134998853144,0.007534869537132169,0.07190499047148602,0.07190499047148602
13,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,-0.05478327533881432,0.8312566322761956,0.008894046614766308,0.0818402613059327,0.0818402613059327
67,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0.3058498901959121,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
24,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.1865398916021719,0.7677256072562019,0.005964174846469762,0.05945002834593771,0.05945002834593771
6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.4902021203623088,0.8962011910421149,0.01321361285882388,0.10892151775419001,0.10892151775419001
53,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,-0.15782132263445048,0.6773932996244997,0.003230113874366814,0.03489628604896822,0.03489628604896822
16,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3158213141277477,0.8107173068575363,0.007832475449686212,0.07414442618478301,0.07414442618478301
10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.4890064175345232,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
13,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0.32745464204822305,0.8312566322761956,0.008894046614766308,0.0818402613059327,0.0818402613059327
9,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0.6831020956170311,0.8645756330248363,0.010901071741709328,0.09522425637547682,0.09522425637547682
25,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0.3158213141277477,0.7632263722784222,0.005792955912006608,0.05802443652851541,0.05802443652851541
7,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,-0.6779972710785488,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
38,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.6847639996056708,0.7158758576100376,0.0042276442662364,0.04431696426317133,0.04431696426317133
43,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0.9739352936289072,0.7016186635948665,0.003832182002392298,0.04064972482294138,0.04064972482294138
4,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1.1068876127200504,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
25,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1.465858874266138,0.7632263722784222,0.005792955912006608,0.05802443652851541,0.05802443652851541
27,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,-0.28578792975967576,0.7546760980475697,0.005479040808994945,0.05537422178102336,0.05537422178102336
72,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.2862541309205295,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
71,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0.68642590359431,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
24,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0.8027591827990604,0.7677256072562019,0.005964174846469762,0.05945002834593771,0.05945002834593771
50,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1.4907874340957272,0.6841504128114664,0.003389643293482253,0.03644129666249096,0.03644129666249096
57,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0.3174832181163869,0.6689574203086703,0.003039606595789443,0.03303139376725084,0.03303139376725084
15,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.5300878160896517,0.817222359631732,0.00815567933565363,0.07653518145581295,0.07653518145581295
4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0.5086021768099055,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
28,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-0.29077364172559383,0.7506071373425116,0.0053347764644180165,0.05414016114784159,0.05414016114784159
9,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.3241308340709442,0.8645756330248363,0.010901071741709328,0.09522425637547682,0.09522425637547682
55,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0.8310115506059281,0.6730980579890953,0.0031319345818057722,0.033937922764987416,0.033937922764987416
3,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1.2016161400724905,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
10,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1.0005257574471362,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
55,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5189206893300304,0.6730980579890953,0.0031319345818057722,0.033937922764987416,0.033937922764987416
20,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.477373089614048,0.7874709741517664,0.006767715032425889,0.0659587290124013,0.0659587290124013
62,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1.371130346913698,0.6592190846564381,0.0028311702861325673,0.03096578220998969,0.03096578220998969
32,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1.3329065551749946,0.7355303895625583,0.00482771692436557,0.04972004336955682,0.04972004336955682
43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.5006397454549982,0.7016186635948665,0.003832182002392298,0.04064972482294138,0.04064972482294138
9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.3527302904661012,0.8645756330248363,0.010901071741709328,0.09522425637547682,0.09522425637547682
60,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,-0.1644689385890075,0.6630148153227823,0.0029109829180785306,0.031759872056746574,0.031759872056746574
58,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.7080306554466205,0.6669419291751147,0.0029954745981990286,0.0325962586220786,0.0325962586220786
7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5072873614095552,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
2,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1.0736495329472646,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
37,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-0.935592389317639,0.7189405920832638,0.0043169072108659315,0.0451328504105416,0.0451328504105416
65,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1.2996684754022088,0.6537547892731487,0.002719403042122667,0.02984713825493901,0.02984713825493901
39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4973159374777196,0.7128864964214463,0.00414205349534239,0.043530572366621945,0.043530572366621945
66,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1.3046541873681263,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.3377731545683478,0.6485447168747005,0.0026161967996319807,0.028807250213664037,0.028807250213664037
62,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,-0.5350735280555695,0.6592190846564381,0.0028311702861325673,0.03096578220998969,0.03096578220998969
3,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0.7828163349353886,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
72,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1.4874636261184484,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4674016656822124,0.7071206594283597,0.003981008341391358,0.042040010297382246,0.042040010297382246
29,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.9922162375039397,0.746664964341879,0.005198070769814978,0.05296124339833497,0.05296124339833497
4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,-0.3190260095324616,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
53,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1.3543921944547406,0.6773932996244997,0.003230113874366814,0.03489628604896822,0.03489628604896822
1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.31914512210502655,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
41,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0.5019545608553487,0.7071206594283597,0.003981008341391358,0.042040010297382246,0.042040010297382246
39,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.4740492816367694,0.7128864964214463,0.00414205349534239,0.043530572366621945,0.043530572366621945
63,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5139349773641124,0.6573679996492523,0.0027928980105273514,0.030583600220822293,0.030583600220822293
15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.277944610977333,0.817222359631732,0.00815567933565363,0.07653518145581295,0.07653518145581295
13,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.6979401189422203,0.8312566322761956,0.008894046614766308,0.0818402613059327,0.0818402613059327
1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.4868783123850302,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4740492816367694,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
8,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.16292614717293305,0.8743368175545859,0.01156705087089483,0.09935054964947354,0.09935054964947354
60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,-0.11294991494118954,0.6630148153227823,0.0029109829180785306,0.031759872056746574,0.031759872056746574
12,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1.1068876127200504,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
40,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0.19782613093435808,0.7099691459680679,0.004059910336396862,0.04277208089669704,0.04277208089669704
66,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,-0.121259434884386,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
42,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4806968975913266,0.7043380877631116,0.0039051573709433167,0.0413329850998293,0.0413329850998293
66,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,-0.03151661949786415,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
49,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1.1268304605837223,0.6864927538867036,0.0034464244917631367,0.03698759780359384,0.03698759780359384
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4723873776481302,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4890064175345232,0.7071206594283597,0.003981008341391358,0.042040010297382246,0.042040010297382246
41,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5122730733754732,0.7071206594283597,0.003981008341391358,0.042040010297382246,0.042040010297382246
23,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.651525919832885,0.7723876776489026,0.006146116983133188,0.060949762364490456,0.060949762364490456
3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.3194922106933153,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
4,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,-0.5500306639533232,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
52,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.493992129500441,0.6796022882225629,0.00328157591746785,0.03539633014558485,0.03539633014558485
4,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1.1567447323792293,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
11,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0.977259101606186,0.8469074549655476,0.009789108115316166,0.08799046091721618,0.08799046091721618
2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.08802135511160017,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
26,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.4820117129916769,0.7588796606729277,0.005631521405658712,0.05666748667997901,0.05666748667997901
24,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,-0.28412602577103657,0.7677256072562019,0.005964174846469762,0.05945002834593771,0.05945002834593771
12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4790349936026874,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
60,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1.1368018845155579,0.6630148153227823,0.0029109829180785306,0.031759872056746574,0.031759872056746574
64,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.8576020144241567,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
66,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0.7013830394920637,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
60,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0.4786879050143985,0.6630148153227823,0.0029109829180785306,0.031759872056746574,0.031759872056746574
17,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0.18453089902524356,0.8045134998853144,0.007534869537132169,0.07190499047148602,0.07190499047148602
42,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5106111693868338,0.7043380877631116,0.0039051573709433167,0.0413329850998293,0.0413329850998293
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,-0.4868783123850302,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
47,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,-0.03317852348650358,0.6913226781406935,0.0035659686558325962,0.038131613989117574,0.038131613989117574
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.470725473659491,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
70,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.7894639508899459,0.6452021175658147,0.002551672337160255,0.02815370280249474,0.02815370280249474
67,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1.2165732759702441,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0.5700926243895595,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
7,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.15129281925245772,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6713496551239915,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
4,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,-0.03484042747514278,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
66,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1.4774922021866128,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
12,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0.6581735357874418,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4740492816367694,0.7677256072562019,0.005964174846469762,0.05945002834593771,0.05945002834593771
26,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0.6963973275261456,0.7588796606729277,0.005631521405658712,0.05666748667997901,0.05666748667997901
6,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0.8742210543105496,0.8962011910421149,0.01321361285882388,0.10892151775419001,0.10892151775419001
57,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1.4342826984819912,0.6689574203086703,0.003039606595789443,0.03303139376725084,0.03303139376725084
14,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0.7080306554466205,0.8240576612486123,0.008508086494505379,0.07909398048302463,0.07909398048302463
42,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-1.3909540822048048,0.7043380877631116,0.0039051573709433167,0.0413329850998293,0.0413329850998293
25,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0.9938781414925789,0.7632263722784222,0.005792955912006608,0.05802443652851541,0.05802443652851541
64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5072873614095552,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
22,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0.6747925756738347,0.7772239626242997,0.006339847981342745,0.0625297608539006,0.0625297608539006
19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.4989778414663588,0.7929113200145855,0.0070048485392757275,0.06782398836650938,0.06782398836650938
61,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1.141787596481476,0.6611010360108607,0.002870516527482457,0.031357744906887475,0.031357744906887475
22,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.7379449272421279,0.7772239626242997,0.006339847981342745,0.0625297608539006,0.0625297608539006
70,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1.2680922996180621,0.6452021175658147,0.002551672337160255,0.02815370280249474,0.02815370280249474
12,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.5036164648439879,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
31,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,-0.026530907531946316,0.7391329118702427,0.004945042598351195,0.05075440110013929,0.05075440110013929
11,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0.0033833642635611246,0.8469074549655476,0.009789108115316166,0.08799046091721618,0.08799046091721618
68,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.2978874588410045,0.6485447168747005,0.0026161967996319807,0.028807250213664037,0.028807250213664037
